"measuring_program","date","time","station","sam_code","sample_id","short_name","attribute","observable","category","count","life_stage","wet_mass","dry_mass","lab_comments","condition"
"YBFMP",2022-01-10,"10:54","STTD","","2022110_1054_STTD_DRIFT","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-10,"10:54","STTD","","2022110_1054_STTD_DRIFT","DRIFT","Drift Invertebrates","Corixidae","Aquatic Insect",1,"Adults","4.2999999999997485E-3","<0.001",NA,"N"
"YBFMP",2022-01-10,"10:54","STTD","","2022110_1054_STTD_DRIFT","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",4,"Adults","1.5999999999998238E-3","<0.001",NA,"N"
"YBFMP",2022-01-10,"10:54","STTD","","2022110_1054_STTD_DRIFT","DRIFT","Drift Invertebrates","Thysanoptera","Terrestrial Insect",1,"Nymphs","(lost)","(lost)","lost","N"
"YBFMP",2022-01-10,"10:54","STTD","","2022110_1054_STTD_DRIFT","DRIFT","Drift Invertebrates","Thysanoptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-10,"10:54","STTD","","2022110_1054_STTD_DRIFT","DRIFT","Drift Invertebrates","Hydroptilidae","Aquatic Insect",2,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-10,"10:54","STTD","","2022110_1054_STTD_DRIFT","DRIFT","Drift Invertebrates","Hyalellidae","Aquatic Non-Insect",3,"N/A","1.5999999999998238E-3","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Araneae","Terrestrial Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Lebertiidae","Aquatic Non-Insect",5,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Hydridae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Dytiscidae","Aquatic Insect",2,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Ceratopogonidae","Aquatic Insect",1,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",3,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",1,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",14,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",2,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-10-18,"8:23","SHR","","20211018_0823_SHR_DRIFT","DRIFT","Drift Invertebrates","Hyalellidae","Aquatic Non-Insect",2,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Lebertiidae","Aquatic Non-Insect",19,"N/A","3.8000000000000256E-3","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Lymnaeidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Physidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Planorbidae","Aquatic Non-Insect",4,"N/A","1.5000000000000568E-3","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",1,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",2,"Adults","6.4999999999999503E-3","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Dytiscidae","Aquatic Insect",2,"Adults","1.5999999999998238E-3","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Diptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",2,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",2,"Pupae","1.5999999999998238E-3","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",17,"Adults","1.7000000000000348E-3","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Caenidae","Aquatic Insect",1,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",2,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",4,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Corixidae","Aquatic Insect",1,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",24,"Adults","2.0999999999999908E-3","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Neuroptera","Aquatic Insect",1,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Coenagrionidae","Aquatic Insect",19,"Nymphs","8.1799999999999873E-2","1.4699999999999935E-2",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Thysanoptera","Terrestrial Insect",2,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Leptoceridae","Aquatic Insect",10,"Larvae","1.8899999999999917E-2","3.0000000000001137E-3",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Hyalellidae","Aquatic Non-Insect",110,"N/A","4.8300000000000232E-2","1.0700000000000376E-2",NA,"N"
"YBFMP",2021-11-01,"8:31","SHR","","2021111_0831_SHR_DRIFT","DRIFT","Drift Invertebrates","Copepoda","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Acari","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Araneae","Terrestrial Non-Insect",2,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Hygrobatidae","Aquatic Non-Insect",2,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Lebertiidae","Aquatic Non-Insect",23,"N/A","4.5000000000001705E-3","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Limnesiidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Naididae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Planorbidae","Aquatic Non-Insect",3,"N/A","4.1999999999999815E-3","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",2,"Adults","1.000000000000334E-3","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Diptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",4,"Pupae","1.1999999999998678E-3","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",14,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",4,"Adults","1.7000000000000348E-3","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Coenagrionidae","Aquatic Insect",2,"Nymphs","1.5000000000000568E-3","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Leptoceridae","Aquatic Insect",5,"Larvae","1.2799999999999923E-2","2.2999999999999687E-3",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Hyalellidae","Aquatic Non-Insect",10,"N/A","2.7999999999996916E-3","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Copepoda","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-15,"10:05","SHR","","20211115_1005_SHR_DRIFT","DRIFT","Drift Invertebrates","Ostracoda","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Acari","Terrestrial Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Lebertiidae","Aquatic Non-Insect",4,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Planorbidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",2,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Diptera","Terrestrial Insect",18,"Adults","2.6999999999999247E-3","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",1,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",36,"Adults","2.6000000000001577E-3","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",10,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",3,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Amphipoda","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-11-29,"9:19","SHR","","20211129_0919_SHR_DRIFT","DRIFT","Drift Invertebrates","Ostracoda","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-12-13,"9:21","SHR","","20211213_0921_SHR_DRIFT","DRIFT","Drift Invertebrates","Lebertiidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-12-13,"9:21","SHR","","20211213_0921_SHR_DRIFT","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",2,"Adults","1.5999999999998238E-3","<0.001",NA,"N"
"YBFMP",2021-12-27,"10:18","SHR","","20211227_1018_SHR_DRIFT","DRIFT","Drift Invertebrates","Nematoda","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-12-27,"10:18","SHR","","20211227_1018_SHR_DRIFT","DRIFT","Drift Invertebrates","Araneae","Terrestrial Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-12-27,"10:18","SHR","","20211227_1018_SHR_DRIFT","DRIFT","Drift Invertebrates","Hygrobatidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-12-27,"10:18","SHR","","20211227_1018_SHR_DRIFT","DRIFT","Drift Invertebrates","Unionicolidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-12-27,"10:18","SHR","","20211227_1018_SHR_DRIFT","DRIFT","Drift Invertebrates","Naididae","Aquatic Non-Insect",4,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-12-27,"10:18","SHR","","20211227_1018_SHR_DRIFT","DRIFT","Drift Invertebrates","Corixidae","Aquatic Insect",1,"Nymphs","2.1999999999997577E-3","<0.001",NA,"N"
"YBFMP",2021-12-27,"10:18","SHR","","20211227_1018_SHR_DRIFT","DRIFT","Drift Invertebrates","Hydropsychidae","Aquatic Insect",2,"Larvae","1.3000000000000789E-3","<0.001",NA,"N"
"YBFMP",2021-12-27,"10:18","SHR","","20211227_1018_SHR_DRIFT","DRIFT","Drift Invertebrates","Hyalellidae","Aquatic Non-Insect",2,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Acari","Terrestrial Non-Insect",3,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Lebertiidae","Aquatic Non-Insect",14,"N/A","3.5999999999996035E-3","1.0999999999996568E-3",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Naididae","Aquatic Non-Insect",3,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",3,"Adults","1.9699999999999829E-2","4.2999999999997485E-3",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Collembola","Terrestrial Non-Insect",4,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Diptera","Terrestrial Insect",1,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Diptera","Terrestrial Insect",4,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",2,"Pupae","1.9999999999997797E-3","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",46,"Adults","5.3999999999998494E-3","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Psychodidae","Aquatic Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Ephemeroptera","Aquatic Insect",2,"Adults","2.8999999999999027E-3","<0.001",NA,"Y"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",4,"Adults","1.3999999999998458E-3","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Corixidae","Aquatic Insect",1,"Nymphs","2.1999999999997577E-3","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",6,"Adults","2.3000000000004128E-3","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Psocoptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Trichoptera","Aquatic Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2022-01-11,"9:14","SHR","","2022111_0914_SHR_DRIFT","DRIFT","Drift Invertebrates","Hyalellidae","Aquatic Non-Insect",10,"N/A","6.0000000000002274E-3","1.4000000000002899E-3",NA,"N"
